,Name,Duration,Status,Type,Episodes,Rating,Genres,Licensors,Producers,Studios,Members,Favorites,aired_start,aired_end,broadcast_day,broadcast_time,premiered_season,premiered_year
133,Xin Chenglong Lixian Ji: Mengjing Shouhu Zhe,00:12:00,Finished Airing,TV,52,PG,Adventure,none,none,none,43,0,2017-08-14,none,none,none,?,none
134,Paripi Koumei,00:23:00,Finished Airing,TV,12,PG 13,Comedy,Sentai Filmworks,"DMM pictures,Bit grooove promotion,Mainichi Broadcasting System,Kodansha,Avex Pictures",P.A. Works,267457,2446,2022-04-05,2022-06-21,tue,23:00:00,Spring,2022
135,Hakuouki: Hekketsuroku,00:24:00,Finished Airing,TV,10,R 17,"Drama,Action,Supernatural",Sentai Filmworks,none,Studio Deen,84741,487,2010-10-04,2010-12-06,mon,none,Fall,2010
136,Nu Wushen de Canzhuo II,00:07:00,Finished Airing,ONA,8,PG 13,"Slice of Life,Gourmet,Comedy",none,miHoYoAnime,"Thundray,Blade",6907,25,2020-07-17,2020-09-19,none,none,none,none
137,Yama no Susume Second Season Specials,00:15:00,Finished Airing,Special,2,PG 13,"Comedy,Slice of Life",none,Earth Star Entertainment,8bit,10640,1,2014-10-24,2015-03-27,none,none,none,none
138,High Card,00:23:00,Finished Airing,TV,12,R 17,"Fantasy,Action",none,"NetEase,Kadokawa,Sammy,TMS Entertainment",Studio Hibari,86706,419,2023-01-09,2023-03-27,mon,20:00:00,Winter,2023
139,Nurse Angel Ririka SOS,00:24:00,Finished Airing,TV,35,PG,"Fantasy,Drama",none,"TV Tokyo,Nihon Ad Systems",Gallop,4555,35,1995-07-07,1996-03-29,fri,18:00:00,Summer,1995
140,Futari no Joe,00:28:00,Finished Airing,OVA,6,R 17,Sports,none,none,Office AO,1538,3,May 25, 2003 to Sep 25,none,none,none,none
141,Wan Wan Chuushingura,01:21:00,Finished Airing,Movie,1,G,"Drama,Adventure,Action,Fantasy",none,none,Toei Animation,1244,4,Dec 21, 1963,none,none,none,none
142,Taiyo Kikakus 49th Anniversary Movie,36 sec.,Finished Airing,ONA,1,G,none,none,none,Tecarat,141,0,Feb 3, 2017,none,none,none,none
143,ABC Tenkiyohou,00:01:00,Finished Airing,Special,1,G,Slice of Life,none,none,Tecarat,225,0,2016-01-01,none,none,none,none,none
144,Macross Dynamite 7,00:30:00,Finished Airing,OVA,4,PG 13,"Adventure,Action,Comedy,Sci-Fi",none,"Big West,Bandai Visual,Mainichi Broadcasting System",Ashi Productions,13363,17,1997-12-18,1998-08-25,none,none,none,none
145,One Piece: Umi no Heso no Daibouken-hen,00:49:00,Finished Airing,Special,1,PG 13,"Adventure,Fantasy,Action",none,none,Toei Animation,36281,25,2000-12-20,none,none,none,none,none
146,Yesterday wo Utatte: Haishin-ban Episode,00:02:00,Finished Airing,ONA,6,PG 13,"Drama,Romance",none,none,Doga Kobo,22543,15,2020-04-05,2020-06-21,none,none,none,none
147,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,00:47:00,Finished Airing,Movie,1,PG 13,"Comedy,Romance",none,"Bones,Geneon Universal Entertainment",I-move,2891,1,2002-10-19,none,none,none,none,none
148,Cinderella Girls Gekijou: Climax Season,00:03:00,Finished Airing,TV,13,PG 13,"Comedy,Slice of Life",none,Kadokawa,"Lesprit,Gathering",4503,3,2019-04-02,2019-06-25,tue,21:54:00,Spring,2019
149,Ari-chan,00:11:00,Finished Airing,Movie,1,G,Comedy,none,none,none,932,0,1941-01-01,none,none,none,none,none
150,Osomatsu-kun: Suika no Hoshi kara Konnichiwa zansu!,00:25:00,Finished Airing,Movie,1,G,Comedy,none,none,Pierrot,881,0,1989-03-18,none,none,none,none,none
151,Arakure Junichi no Namida,00:01:00,Finished Airing,ONA,1,PG,Comedy,none,none,none,948,1,2006-08-01,none,none,none,none,none
152,Tong Tong - You You no Koutsuu Anzen,00:14:00,Finished Airing,OVA,1,G,none,none,none,none,105,1,1991-01-01,none,none,none,none,none
153,Durarara!!x2 Shou,00:24:00,Finished Airing,TV,12,R 17,"Action,Mystery,Supernatural",Aniplex of America,"Aniplex,Mainichi Broadcasting System,Square Enix,ASCII Media Works,Movic",Shuka,470268,980,2015-01-10,2015-03-28,sat,23:30:00,Winter,2015
154,Oi-san to 40 no Monogatari,6 sec. per ep.,Finished Airing,ONA,41,G,Slice of Life,none,none,Marui Group,305,0,Mar 26, 2018 to Sep 19,none,none,none,none
155,Xiatian Qu,00:05:00,Finished Airing,TV,24,G,Comedy,none,none,none,59,0,2018-01-01,none,none,none,?,none
156,Tian Tian Quan Baobei: Feixing Leyuan,00:10:00,Finished Airing,TV,25,PG,none,none,none,none,37,0,Not available,none,none,none,?,none
157,Flanders no Inu Specials,00:45:00,Finished Airing,Special,2,G,"Slice of Life,Drama",none,none,Nippon Animation,596,0,2000-12-24,2000-12-31,none,none,none,none
158,Shiroi Unabara,00:06:00,Finished Airing,Movie,1,G,Drama,none,Geidai Animation,"add some,None found,",323,1,2015-01-01,none,none,none,none,none
159,Yi Ren Zhi Xia: Fanwai Pian,00:16:00,Finished Airing,ONA,2,R 17,"Supernatural,Action",none,Tencent Animation & Comics,Qiyuan Yinghua,7788,6,2018-09-30,2019-04-14,none,none,none,none
160,Koko wa Green Wood,00:30:00,Finished Airing,OVA,6,PG 13,Slice of Life,"Media Blasters,Central Park Media",none,Pierrot,10191,32,1991-11-22,1993-03-26,none,none,none,none
161,Xiaochou Niu,00:02:00,Finished Airing,ONA,38,G,Comedy,none,none,none,43,0,2009 to ?,none,none,none,none,none
162,Ari to Hato (1959),00:08:00,Finished Airing,Movie,1,G,none,none,Gakken,Gakken Eigakyoku,481,0,Sep 5, 1959,none,none,none,none
163,Hello Kitty no Yuki no Joou,00:14:00,Finished Airing,OVA,1,G,Fantasy,none,Sanrio,none,611,1,Dec 21, 2001,none,none,none,none
164,Onegai My Melody: Yuu & Ai,00:12:00,Finished Airing,Movie,1,PG,"Fantasy,Comedy",none,"TV Osaka,FuRyu,Sanrio",Studio Comet,1341,0,2012-08-11,none,none,none,none,none
165,Kagewani,00:07:00,Finished Airing,TV,13,R 17,"Suspense,Mystery,Horror,Supernatural",none,Directions,Tomovies,32516,30,2015-10-02,2015-12-25,fri,23:17:00,Fall,2015
166,Maetel Legend,00:45:00,Finished Airing,OVA,2,PG 13,"Sci-Fi,Drama",Central Park Media,none,Vega Entertainment,4408,4,2000-12-13,2001-03-07,none,none,none,none
167,KJ File,00:04:00,Finished Airing,TV,13,PG 13,"Action,Sci-Fi",none,TV Tokyo,"ILCA,yell",8200,70,Jul 11, 2022 to Oct 3,mon,03:05:00,Summer,2022
168,Shinigami Bocchan to Kuro Maid 2nd Season,00:23:00,Currently Airing,TV,0,PG 13,"Supernatural,Comedy",none,"Shogakukan Music & Digital Entertainment,Shogakukan,Bandai Spirits,Yomiuri TV Enterprise,BS11,NBCUniversal Entertainment Japan,Shogakukan-Shueisha Productions",J.C.Staff,51943,206,2023-07-09,none,sun,22:00:00,Summer,2023
169,Sora no Method: Aru Shoujo no Kyuujitsu★,00:11:00,Finished Airing,Special,1,PG 13,"Fantasy,Slice of Life,Comedy",none,"Bandai Visual,Good Smile Company,Lantis",Studio 3Hz,10031,12,2015-07-24,none,none,none,none,none
170,Key the Metal Idol,00:34:00,Finished Airing,OVA,15,R+,"Drama,Award Winning,Sci-Fi,Action","Discotek Media,VIZ Media","Fuji Creative,Fuji TV,Pony Canyon",Pierrot,22856,121,1994-12-16,1997-06-18,none,none,none,none
171,Xiao Huli,00:20:00,Finished Airing,Movie,1,PG,none,none,none,none,63,0,1984-01-01,none,none,none,none,none
172,"Sou: Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?-hen",15 sec.,Finished Airing,Special,1,G,Slice of Life,none,none,Shaft,3676,2,2017-08-09,none,none,none,none,none
173,Sinbad: Mahou no Lamp to Ugoku Shima,00:49:00,Finished Airing,Movie,1,G,Adventure,none,none,Nippon Animation,1711,0,2016-01-16,none,none,none,none,none
174,Teekyuu 4 Specials,00:02:00,Finished Airing,Special,2,PG 13,"Sports,Comedy",none,"DAX Production,Earth Star Entertainment",Millepensee,5795,0,2015-08-28,none,none,none,none,none
175,100% Pascal-sensei (TV),00:12:00,Finished Airing,TV,36,PG,Comedy,none,"Sumitomo,Asatsu DK,Shogakukan-Shueisha Productions,Shogakukan,Nippon Columbia,Mainichi Broadcasting System,Dentsu",OLM,2834,6,Apr 15, 2017 to Dec 16,sat,06:30:00,Spring,2017
176,Dorami-chan: A Blue Straw Hat,00:15:00,Finished Airing,Movie,1,G,Fantasy,none,none,none,436,0,Mar 12, 1994,none,none,none,none
177,Kirakira Kirari,00:10:00,Finished Airing,ONA,1,G,Fantasy,none,none,Lesprit,807,1,2022-03-30,none,none,none,none,none
178,Freedom,00:28:00,Finished Airing,OVA,7,PG 13,"Sci-Fi,Action,Adventure","Bandai Visual USA,NYAV Post,Discotek Media,Bandai Entertainment","Dentsu,Bandai Visual",Sunrise,23747,62,2006-11-24,2008-05-23,none,none,none,none
179,Saint Seiya: Saintia Shou,00:25:00,Finished Airing,ONA,10,PG 13,"Adventure,Action",none,Toei Animation,Gonzo,13806,36,Dec 10, 2018 to Feb 18,none,none,none,none
180,Maiko-san Chi no Makanai-san,00:25:00,Finished Airing,TV,12,PG 13,"Slice of Life,Gourmet",none,"NHK,NHK Enterprises",J.C.Staff,17185,70,2021-02-25,2022-01-27,thur,08:30:00,Winter,2021
181,Anima,00:04:00,Finished Airing,Movie,1,R+,none,none,none,none,2227,0,2005-02-01,none,none,none,none,none
182,Kimi ni Todoke,00:22:00,Finished Airing,TV,25,PG 13,"Drama,Romance","NIS America, Inc.","Nippon Television Network,Shueisha,VAP",Production I.G,896393,13004,2009-10-07,2010-03-31,wed,00:59:00,Fall,2009
183,Venus Project: Climax,00:23:00,Finished Airing,TV,6,PG 13,Action,Funimation,Imagine,Nomad,7095,5,Jul 12, 2015 to Sep 20,sun,22:00:00,Summer,2015
184,Hanyou no Yashahime: Sengoku Otogizoushi,00:24:00,Finished Airing,TV,24,PG 13,"Adventure,Action,Fantasy",VIZ Media,"Shogakukan,Yomiuri TV Enterprise",Sunrise,118176,622,2020-10-03,2021-03-20,sat,17:30:00,Fall,2020
185,Jikuu Tantei Genshi-kun,00:25:00,Finished Airing,TV,39,PG,"Mystery,Fantasy,Adventure,Comedy,Sci-Fi",Saban Entertainment,"Sanrio,Nihon Ad Systems",Group TAC,9507,22,1998-10-01,1999-06-24,thur,18:00:00,Fall,1998
186,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,01:29:00,Finished Airing,Movie,1,PG 13,"Action,Fantasy",Sentai Filmworks,none,SILVER LINK.,92627,375,2017-08-26,none,none,none,none,none
187,Sukuwareru Ramiris,00:03:00,Finished Airing,ONA,2,PG 13,"Comedy,Fantasy",none,none,8bit,2526,2,2022-03-19,2022-07-21,none,none,none,none
188,Tatakae!! Iczer-1,00:33:00,Finished Airing,OVA,3,R+,"Sci-Fi,Ecchi,Action",Media Blasters,Toshiba EMI,AIC,8849,34,1985-10-19,1987-03-04,none,none,none,none
189,Osake wa Fuufu ni Natte kara,00:03:00,Finished Airing,TV,13,PG 13,"Gourmet,Comedy,Romance",none,"GYAO!,Cloud22,Yomiko Advertising,Tokyo MX,VAP",Creators in Pack,208276,389,2017-10-04,2017-12-27,wed,01:00:00,Fall,2017
190,Suisei no Gargantia: Puchitto Furikaerintia,00:05:00,Finished Airing,Special,1,PG 13,"Sci-Fi,Adventure,Action",none,Bandai Visual,Production I.G,3220,2,2014-09-27,none,none,none,none,none
191,Koukyoushihen Eureka Seven,00:24:00,Finished Airing,TV,50,PG 13,"Drama,Sci-Fi,Adventure,Romance","Bandai Entertainment,Funimation","Aniplex,USEN,Bandai Channel,Mainichi Broadcasting System,Hakuhodo DY Media Partners,Bandai Visual,Ashi Productions,Bandai,Sony Music Entertainment,Kadokawa Shoten,Bandai Namco Games",Bones,427689,9037,2005-04-17,2006-04-02,sun,07:00:00,Spring,2005
192,Maze☆Bakunetsu Jikuu: Hot Springs,00:22:00,Finished Airing,Special,1,None,"Fantasy,Comedy,Ecchi,Action",none,none,"add some,None found,",1259,0,1998-01-01,none,none,none,none,none
193,Kodomo no Kaitei no Koto,00:02:00,Finished Airing,Movie,1,G,none,none,none,none,696,0,2004-01-01,none,none,none,none,none
194,Yojouhan Shinwa Taikei,00:22:00,Finished Airing,TV,11,R 17,"Mystery,Comedy,Award Winning,Romance",Funimation,"Fujipacific Music,Toho,Dentsu,Asmik Ace,Sony Music Entertainment,Kadokawa Shoten,Tohokushinsha Film Corporation,Fuji TV",Madhouse,431437,17723,2010-04-23,2010-07-02,fri,00:45:00,Spring,2010
195,Himitsu no Akko-chan: Umi da! Obake da!! Natsu Matsuri,00:24:00,Finished Airing,Movie,1,G,none,none,none,Toei Animation,667,0,Jul 15, 1989,none,none,none,none
196,Xi Hang Zongdongyuan: Loulan Chuanqi,00:15:00,Finished Airing,TV,26,PG,Fantasy,none,none,none,43,0,2014 to ?,none,none,none,?,none
197,Xiha Youji,00:11:00,Finished Airing,TV,100,PG,Adventure,none,none,none,43,0,2010 to ?,none,none,none,?,none
198,Stand By Me Doraemon 2,01:35:00,Finished Airing,Movie,1,PG,"Sci-Fi,Comedy",none,"Toho,Dentsu,Abe Shuuji Jimusho,Shueisha,Nagoya Broadcasting Network,Asahi Broadcasting,Shizuoka Asahi Television,Shogakukan,TV Asahi","Shin-Ei Animation,Shirogumi",21344,111,2020-11-20,none,none,none,none,none
199,Non Non Biyori Repeat: Hotaru ga Tanoshinda,00:24:00,Finished Airing,OVA,1,PG 13,Slice of Life,none,none,SILVER LINK.,47719,36,2016-09-23,none,none,none,none,none
200,Pokemon: Pikachu no Kirakira Daisousaku!,00:20:00,Finished Airing,Special,1,PG,"Fantasy,Comedy,Adventure",none,none,OLM,6877,0,2009-08-01,none,none,none,none,none
201,Meiji Tokyo Renka Movie 1: Yumihari no Serenade,01:00:00,Finished Airing,Movie,1,PG 13,"Romance,Fantasy",none,MAGES.,Studio Deen,12005,21,2015-07-18,none,none,none,none,none
202,Pokemon: Pikachu no Dokidoki Kakurenbo,00:23:00,Finished Airing,Movie,1,PG,"Comedy,Adventure,Fantasy","Miramax Films,4Kids Entertainment",none,OLM,15597,2,2001-07-07,none,none,none,none,none
203,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,01:10:00,Finished Airing,Movie,1,G,"Fantasy,Comedy,Action",none,Kinoshita Group Holdings,Toei Animation,3661,4,2016-03-19,none,none,none,none,none
204,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,00:23:00,Finished Airing,TV,13,PG 13,"Suspense,Drama",Aniplex of America,"f4samurai,Aniplex,Houbunsha",Shaft,153389,804,2020-01-05,2020-03-29,sun,00:00:00,Winter,2020
205,Senki Zesshou Symphogear XV,00:23:00,Finished Airing,TV,13,PG 13,"Action,Sci-Fi",Discotek Media,"Memory-Tech,King Records,Bushiroad,Kinyosha,MAGES.",Satelight,37418,856,2019-07-07,2019-09-29,sun,01:00:00,Summer,2019
206,Senran Kagura Shinovi Master: Tokyo Youma-hen,00:23:00,Finished Airing,TV,12,R+,"Comedy,Ecchi,Action",Funimation,"Lantis,Crunchyroll SC Anime Fund,Sotsu,AT-X",TNK,42557,94,2018-10-13,2018-12-29,sat,00:00:00,Fall,2018
207,Tobiuo no Boy wa Byouki desu,00:18:00,Finished Airing,Movie,1,G,Fantasy,none,none,"add some,None found,",325,0,1982-01-01,none,none,none,none,none
208,"Hachigatsu no Cinderella Nine: Tsuzuku, Monogatari",00:23:00,Finished Airing,Special,1,PG 13,Sports,none,none,TMS Entertainment,1609,5,2021-09-25,none,none,none,none,none
209,Spy x Family Part 2,00:24:00,Finished Airing,TV,13,PG 13,"Action,Comedy",none,"TV Tokyo,Shogakukan-Shueisha Productions,Shueisha,TOHO animation","Wit Studio,CloverWorks",781483,6971,2022-10-01,2022-12-24,sat,23:00:00,Fall,2022
210,Wu Dong Qian Kun 3rd Season,00:25:00,Finished Airing,ONA,12,PG 13,"Fantasy,Action,Adventure",none,"China Literature Limited,Tencent Penguin Pictures",DC Impression Vision,3316,66,2022-05-01,2022-07-10,none,none,none,none
211,Sword of Phantasia,00:01:00,Finished Airing,ONA,1,G,Fantasy,none,none,none,468,0,Mar 11, 2013,none,none,none,none
212,Overlord,00:24:00,Finished Airing,TV,13,R 17,"Action,Fantasy,Adventure",Funimation,"Grooove,Hakuhodo DY Music & Pictures,Kadokawa,AT-X",Madhouse,1518659,25271,2015-07-07,2015-09-29,tue,23:00:00,Summer,2015
213,Spirit of Wonder: China-san Tanpenshuu,00:13:00,Finished Airing,Special,3,R+,"Comedy,Sci-Fi",none,Toshiba EMI,Ajia-do,2336,4,2001-01-25,2004-01-23,none,none,none,none
214,Maison Ikkoku: Bangai-hen - Ikkokujima Nanpa Shimatsuki,00:23:00,Finished Airing,OVA,1,PG 13,"Comedy,Drama,Romance",none,Kitty Films,Magic Bus,5417,3,1991-05-21,none,none,none,none,none
215,Sakura Momoko Gekijou: Coji-Coji,00:25:00,Finished Airing,TV,100,G,"Comedy,Fantasy",none,Aniplex,Nippon Animation,681,1,1997-10-04,1999-09-25,sat,17:30:00,Fall,1997
216,Utsukushii Chikyuu wo Yogosanai de,00:28:00,Finished Airing,OVA,1,G,Drama,none,none,none,229,0,Mar 24, 1995,none,none,none,none
217,Xingfu Lushang,01:50:00,Finished Airing,Movie,1,PG 13,"Drama,Award Winning",none,none,none,249,1,Jan 5, 2018,none,none,none,none
218,Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,01:39:00,Finished Airing,Movie,1,G,"Comedy,Action,Adventure",none,TV Asahi,Shin-Ei Animation,6882,12,1997-04-19,none,none,none,none,none
219,Zhu Zhu Xia: Bai Bian Lian Meng,00:15:00,Finished Airing,TV,52,G,Sci-Fi,none,none,none,273,0,Jan 27, 2015 to Mar 27,none,none,Winter,2015
220,Ai Tenchi Muyou!,00:04:00,Finished Airing,TV,50,PG 13,"Sci-Fi,Comedy",Funimation,"AIC,VAP",AIC PLUS+,34768,40,2014-10-06,2014-12-26,mon,21:55:00,Fall,2014
221,Pokemon Movie 07: Rekkuu no Houmonsha Deoxys,01:38:00,Finished Airing,Movie,1,PG,"Fantasy,Comedy,Action,Adventure,Sci-Fi","Miramax Films,4Kids Entertainment",Studio Jack,OLM,112226,46,2004-07-17,none,none,none,none,none
222,Kuzu no Honkai,00:22:00,Finished Airing,TV,12,R+,"Drama,Romance",Sentai Filmworks,"Fuji TV,Kyoraku Industrial Holdings,Studio Hibari,Kansai Telecasting,Square Enix,Aniplex,Dentsu",Lerche,660715,6285,2017-01-13,2017-03-31,fri,00:55:00,Winter,2017
223,Wageul-wageul Kokomom,00:13:00,Finished Airing,TV,52,PG,Fantasy,none,none,none,55,0,Nov 18, 2009 to May 19,none,none,Fall,2009
224,Given Movie,00:59:00,Finished Airing,Movie,1,PG 13,"Drama,Boys Love,Romance",none,Blue Lynx,Lerche,221599,1546,2020-08-22,none,none,none,none,none
225,Pocari Sweat x Fuji Rock Festival ’17,30 sec.,Finished Airing,ONA,1,G,none,none,none,none,409,0,Jul 13, 2017,none,none,none,none
226,Yawarakame♥,00:02:00,Finished Airing,ONA,26,None,Comedy,none,none,ufotable,594,2,Dec 1, 2009 to May 25,none,none,none,none
227,Xiu Rong Zhen,00:27:00,Finished Airing,Movie,1,PG 13,Drama,none,none,none,149,0,Jun 15, 2020,none,none,none,none
228,Xie Wang Zhui Qi 3: Shen Nu Guilai,00:20:00,Finished Airing,ONA,16,PG 13,"Fantasy,Drama,Romance",none,"iQIYI,High Energy Studio","KJJ Animation,Big Firebird Culture",4622,29,2021-09-29,2022-01-05,none,none,none,none
229,Hidamari Sketch x 365,00:24:00,Finished Airing,TV,13,PG 13,"Slice of Life,Comedy",Sentai Filmworks,"Aniplex,TBS,Lantis,Movic,Houbunsha",Shaft,31316,176,2008-07-04,2008-09-26,fri,01:25:00,Summer,2008
230,Kyoukai no Kanata,00:24:00,Finished Airing,TV,12,PG 13,"Action,Fantasy",Sentai Filmworks,"Lantis,TBS,Pony Canyon",Kyoto Animation,1131250,11782,2013-10-03,2013-12-19,thur,00:30:00,Fall,2013
231,Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,01:01:00,Finished Airing,Movie,1,PG 13,"Adventure,Comedy,Fantasy,Action,Sci-Fi",Funimation,none,Toei Animation,132187,48,1990-07-07,none,none,none,none,none
232,Hello!! Kiniro Mosaic,00:23:00,Finished Airing,TV,12,PG 13,Comedy,Sentai Filmworks,"Genco,flying DOG,Showgate",Studio Gokumi,77659,250,2015-04-06,2015-06-22,mon,00:00:00,Spring,2015
233,Temple,00:24:00,Currently Airing,TV,12,PG 13,"Comedy,Romance,Ecchi",none,"King Records,KlockWorx,Kodansha",Gekkou,33427,138,2023-07-09,none,sun,01:30:00,Summer,2023
234,Mini Van 2nd Season,00:03:00,Finished Airing,TV,26,PG 13,"Slice of Life,Comedy",none,HeART-BIT,DLE,1078,0,2015-10-03,2016-03-26,sat,10:30:00,Fall,2015
235,Jigokudou Reikai Tsuushin,00:45:00,Finished Airing,OVA,1,PG 13,"Horror,Fantasy",none,"Toei Video,Tohokushinsha Film Corporation","add some,None found,",1154,2,1996-08-09,none,none,none,none,none
236,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,00:25:00,Finished Airing,OVA,1,PG 13,"Comedy,Mystery,Adventure",none,"Toho,Shogakukan-Shueisha Productions,Tokyo Movie Shinsha",TMS Entertainment,9781,7,2011-04-16,none,none,none,none,none
237,Sugar Apple Fairy Tale,00:22:00,Finished Airing,TV,12,PG 13,"Fantasy,Adventure,Romance",none,"AT-X,Crunchyroll,BS Asahi,Magic Capsule,flying DOG,Kadokawa",J.C.Staff,78357,493,2023-01-06,2023-03-24,fri,21:30:00,Winter,2023
238,Kappa no Coo to Natsuyasumi,02:21:00,Finished Airing,Movie,1,PG,"Fantasy,Award Winning,Adventure",GKIDS,"TV Asahi,Dentsu,Sony Music Entertainment,Dentsu Tec,Shochiku,Imagine",Shin-Ei Animation,17053,48,2007-07-28,none,none,none,none,none
239,Xiao Bei Liulang Ji,00:20:00,Finished Airing,TV,10,PG,none,none,none,Shanghai Animation Film Studio,52,0,1999-01-01,1999-01-01,none,none,?,none
240,YAT Anshin! Uchuu Ryokou,00:25:00,Finished Airing,TV,50,PG 13,"Comedy,Sci-Fi,Adventure",none,NHK,"Xebec,Group TAC",2321,17,1996-10-05,1997-09-27,sat,18:00:00,Fall,1996
241,Yubi no Sukima-chan,00:03:00,Finished Airing,Movie,1,G,Avant Garde,none,none,none,442,0,2009-01-01,none,none,none,none,none
242,Kidou Keisatsu Patlabor: New OVA,00:25:00,Finished Airing,OVA,16,PG 13,"Comedy,Sci-Fi","Maiden Japan,Central Park Media",Tohokushinsha Film Corporation,Sunrise,10042,35,1990-11-22,1992-04-23,none,none,none,none
243,Tondemo Nezumi Daikatsuyaku,01:15:00,Finished Airing,Special,1,G,Adventure,none,none,Nippon Animation,805,2,Jun 30, 1979,none,none,none,none
244,Ninja Ryuukenden,00:48:00,Finished Airing,OVA,1,R 17,"Supernatural,Action,Sci-Fi,Suspense",none,none,Studio Junio,4701,4,Nov 22, 1991,none,none,none,none
245,Kakumeiki Valvrave,00:24:00,Finished Airing,TV,12,R 17,"Sci-Fi,Action",Aniplex of America,"Movic,Bandai,Bandai Namco Entertainment,Mainichi Broadcasting System,Aniplex,Dentsu",Sunrise,165643,678,2013-04-12,2013-06-28,thur,01:35:00,Spring,2013
246,Xiao Xiong Mai Xi Gua,Unknown,Finished Airing,Movie,1,PG,none,none,none,none,61,0,1984-01-01,none,none,none,none,none
247,Blue Archive: Beautiful Day Dreamer,00:09:00,Finished Airing,ONA,1,PG 13,"Sports,Fantasy",none,none,Yostar Pictures,2086,14,2022-11-07,none,none,none,none,none
248,Luger Code 1951,00:25:00,Finished Airing,ONA,1,R 17,"Fantasy,Action",none,Aniplex,Studio Deen,21150,29,2016-10-15,none,none,none,none,none
249,One Punch Man: Road to Hero,00:24:00,Finished Airing,OVA,1,R 17,"Action,Comedy",none,none,Madhouse,314361,350,2015-12-04,none,none,none,none,none
250,Kokoro Toshokan: Communication Clips,00:05:00,Finished Airing,Special,1,G,"Drama,Comedy,Slice of Life",none,none,none,832,0,2002-01-01,none,none,none,none,none
251,Nougyou Musume!,00:03:00,Finished Airing,Special,1,G,Comedy,none,none,Toei Animation,1664,0,Oct 7, 2010,none,none,none,none
